cupper_points,aroma,flavor,aftertaste,acidity,sweetness,species,country_of_origin,variety,processing_method,color,altitude,unit
7.58,7.67,7.58,7.42,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,750,m
7.83,7.67,7.83,7.5,7.58,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,1200,m
7.67,7.5,7.67,7.5,7.5,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1200,m
7.5,7.67,7.58,7.5,7.5,10,Arabica,Colombia,Arusha,Natural / Dry,NA,NA,m
7.58,7.75,7.58,7.5,7.67,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1625,m
7.5,7.67,7.58,7.58,7.58,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.33,7.5,7.67,7.5,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1371.6,ft
7.5,7.67,7.67,7.58,7.5,10,Arabica,Colombia,Caturra,Washed / Wet,Bluish-Green,1775,m
7.5,7.33,7.67,7.58,7.5,10,Arabica,Thailand,NA,NA,NA,NA,m
7.58,7.33,7.67,7.58,7.33,10,Arabica,Colombia,NA,NA,NA,1450,m
8.08,7.83,7.83,7.67,7.83,9.33,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.67,7.5,7.58,7.42,7.58,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.42,7.5,7.58,7.67,7.67,10,Arabica,Colombia,NA,NA,NA,1800,m
7.92,7.58,7.83,7.75,7.92,9.33,Arabica,Nicaragua,Caturra,NA,NA,NA,m
7.42,7.5,7.25,7.42,7.75,10,Arabica,Thailand,NA,NA,NA,NA,m
7.5,7.67,7.58,7.5,7.58,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,890,m
7.5,7.5,7.5,7.75,7.58,9.33,Arabica,El Salvador,Bourbon,Washed / Wet,Green,1350,m
7.58,7.58,7.67,7.5,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1500,m
7.75,7.17,7.83,7.25,7.67,10,Arabica,Taiwan,Caturra,Natural / Dry,Green,350,m
7.58,7.58,7.58,7.5,7.5,10,Arabica,Ethiopia,Ethiopian Heirlooms,Washed / Wet,Bluish-Green,2000,m
7.58,7.5,7.58,7.67,7.33,10,Arabica,Taiwan,Typica,Natural / Dry,Green,775,m
7.5,7.58,7.58,7.67,7.58,10,Arabica,Philippines,Other,Washed / Wet,Blue-Green,1200,m
7.42,8.08,7.5,7.67,7.42,10,Arabica,Philippines,Other,Washed / Wet,Bluish-Green,1600,m
7.58,7.83,7.67,7.25,7.58,10,Arabica,Mexico,Typica,Natural / Dry,Blue-Green,1059,m
7.42,7.75,7.67,7.42,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,Bluish-Green,1300,m
7.58,7.08,7.5,7.5,7.83,10,Arabica,Brazil,Moka Peaberry,Semi-washed / Semi-pulped,Green,11000,m
7.58,8,7.5,7.5,7.58,10,Arabica,Uganda,SL14,Washed / Wet,Green,1650,m
7.5,7.75,7.58,7.58,7.5,10,Arabica,Uganda,SL14,Washed / Wet,Green,1400,m
7.5,7.75,7.5,7.42,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1500,m
7.67,7.67,7.83,7.42,7.5,10,Arabica,Guatemala,Caturra,Natural / Dry,Green,1500,m
7.75,7.58,7.58,7.25,7.58,10,Arabica,Guatemala,NA,Washed / Wet,Green,NA,m
7.58,7.58,7.5,7.75,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1900,m
7.67,7.75,7.5,7.25,7.5,10,Arabica,Colombia,Caturra,Natural / Dry,Bluish-Green,1750,m
7.5,7.83,7.75,7.25,7.92,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1706.88,ft
7.5,7.83,7.67,7.42,7.42,10,Arabica,Colombia,Other,Washed / Wet,Green,1450,m
7.83,7.58,7.58,7.33,7.25,10,Arabica,Mexico,Typica,Natural / Dry,Green,1248,m
7.67,7.67,7.33,7.17,7.58,10,Arabica,Vietnam,Other,Natural / Dry,None,1040,m
7.75,8,7.92,7.67,7.17,10,Arabica,Mexico,Typica,Washed / Wet,Green,1400,m
7.5,7.5,7.5,7.5,7.42,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.67,7.5,7.75,7.33,7.75,10,Arabica,Colombia,NA,NA,NA,1450,m
7.75,7.42,7.58,7.5,7.17,10,Arabica,Thailand,NA,NA,NA,NA,m
7.5,7.75,7.58,7.42,7.58,10,Arabica,Kenya,SL28,Washed / Wet,Green,1754,m
7.58,7.5,7.58,7.33,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.58,7.67,7.58,7.58,7.5,10,Arabica,Brazil,Yellow Bourbon,Pulped natural / honey,Bluish-Green,905,m
7.33,7.33,7.67,7.67,7.83,10,Arabica,El Salvador,Pacas,Washed / Wet,Green,1250,m
8,7.83,7.92,7.75,7.83,9.33,Arabica,Rwanda,Bourbon,Washed / Wet,Bluish-Green,1900,m
7.92,7.25,7.58,7.5,7.42,10,Arabica,Vietnam,Other,Other,Green,1040,m
7.5,7.58,7.58,7.33,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.67,7.58,7.83,7.33,7.67,10,Arabica,Brazil,Catuai,Natural / Dry,Green,900,m
7.08,7.83,7.67,7.5,7.58,10,Arabica,Colombia,Other,Washed / Wet,NA,1600,m
7.58,7.42,7.58,7.25,7.5,10,Arabica,United States,Other,Other,NA,1200,m
7.5,7.67,7.67,7.75,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1500,m
7.67,7.5,7.42,7.58,7.5,10,Arabica,Colombia,Typica,Natural / Dry,Green,1800,m
7.58,7.83,7.5,7.5,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.75,7.67,7.5,7.33,7.25,10,Arabica,"Tanzania, United Republic Of",Arusha,Washed / Wet,Green,1400,m
7.5,7.58,7.67,7.5,7.58,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1550,m
7.58,7.67,7.58,7.42,7.75,10,Arabica,Mexico,Bourbon,Washed / Wet,Blue-Green,1250,m
7.42,7.67,7.67,7.33,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.5,7.58,7.58,7.5,7.42,10,Arabica,Mexico,Typica,Washed / Wet,NA,1380,m
7.25,7.75,7.58,7.75,7.75,10,Arabica,El Salvador,NA,NA,NA,1200,m
7.5,7.5,7.58,7.42,7.67,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1100,m
7.5,7.58,7.67,7.5,7.58,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1800,m
7.5,7.5,7.67,7.17,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.58,7.5,7.5,7.42,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.67,7.42,7.58,7.42,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.58,7.5,7.58,7.42,7.58,10,Arabica,Indonesia,Sulawesi,Other,Blue-Green,1500,m
7.67,7.58,7.58,7.33,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,157.8864,ft
7.67,7.83,7.67,7.33,7.67,10,Arabica,Taiwan,Yellow Bourbon,Natural / Dry,Green,650,m
7.67,7.67,7.67,7.17,7.33,10,Arabica,El Salvador,Bourbon,Washed / Wet,NA,1250,m
7.67,7.58,7.5,7.42,7.67,10,Arabica,Costa Rica,Caturra,Washed / Wet,Bluish-Green,1850,m
7.67,7.58,7.5,7.42,7.58,10,Arabica,Honduras,Caturra,Natural / Dry,Green,1400,m
7.5,7.5,7.5,7.58,7.5,10,Arabica,Brazil,Yellow Bourbon,Pulped natural / honey,Bluish-Green,905,m
7.58,7.67,7.5,7.33,7.33,10,Arabica,China,Catimor,Natural / Dry,Green,1100,m
7.5,7.5,7.67,7.42,7.67,10,Arabica,China,Catimor,Washed / Wet,Green,1500,m
7.5,7.5,7.58,7.58,7.75,10,Arabica,Colombia,Caturra,Washed / Wet,Blue-Green,1775,m
7.67,7.75,7.58,7.42,7.5,10,Arabica,Malawi,Gesha,Washed / Wet,Bluish-Green,1442,m
7.42,7.75,7.42,7.25,7.75,10,Arabica,Guatemala,Pacas,Washed / Wet,Green,1524,ft
7.67,7.67,7.42,7.42,7.58,10,Arabica,Colombia,Typica,Washed / Wet,Green,165,m
7.42,7.67,7.58,7.42,7.83,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Blue-Green,NA,ft
7.75,7.58,7.83,7.75,7.75,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
7.5,7.58,7.33,7.17,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1300,m
7.58,7.58,7.58,7.5,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1550,m
7.67,7.58,7.58,7.33,7.75,10,Arabica,Mexico,Typica,Washed / Wet,NA,1200,m
8.08,8.08,8.17,8,8,10,Arabica,Mexico,Typica,Natural / Dry,NA,1200,m
7.5,7.5,7.58,7.42,7.67,10,Arabica,Colombia,Caturra,Washed / Wet,Blue-Green,1625,m
7.42,7.67,7.58,7.58,7.58,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.75,7.25,7.75,7.5,7.83,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.58,7.42,7.42,7.5,7.58,10,Arabica,Panama,Catuai,Washed / Wet,Green,1100,m
7.42,7.75,7.67,7.5,7.83,10,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.5,7.5,7.58,7.25,7.75,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,890,m
7.5,7.5,7.58,7.5,7.67,10,Arabica,Brazil,Bourbon,Natural / Dry,Bluish-Green,934,m
7.58,7.67,7.67,7.42,7.42,10,Arabica,Laos,Catimor,Washed / Wet,Bluish-Green,1300,m
7.5,7.67,7.67,7.67,7.67,9.33,Arabica,El Salvador,Pacas,Washed / Wet,Green,1200,m
7.75,7.5,7.67,7.42,7.75,10,Arabica,Mexico,NA,NA,Green,1300,m
7.42,7.75,7.5,7.33,7.58,10,Arabica,Colombia,NA,Washed / Wet,Green,NA,m
7.5,7.58,7.5,7.42,7.67,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.5,7.33,7.5,7.58,7.58,10,Arabica,Brazil,Catuai,Natural / Dry,NA,NA,m
7.58,7.5,7.5,7.5,7.5,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1700,m
7.58,7.58,7.5,7.5,7.58,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Green,1550,m
7.08,8,7.83,7.83,7.42,10,Arabica,Taiwan,Typica,Washed / Wet,Green,1200,m
7.58,7.67,7.58,7.42,7.5,10,Arabica,Mexico,Typica,Natural / Dry,Green,1296,m
7.5,7.67,7.5,7.33,7.67,10,Arabica,Uganda,SL14,Washed / Wet,Green,1650,m
7.5,7.67,7.5,7.5,7.5,10,Arabica,Taiwan,Typica,Washed / Wet,Green,1240,m
7.5,7.42,7.5,7.5,7.67,10,Arabica,Thailand,Caturra,Washed / Wet,Bluish-Green,1500,m
7.42,7.75,7.58,7.67,7.25,10,Arabica,Colombia,Caturra,Washed / Wet,Bluish-Green,1800,m
7.67,7.92,8,7.5,6.75,9.33,Arabica,El Salvador,Other,Washed / Wet,None,NA,m
7.5,7.67,7.67,7.17,7.67,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1500,m
7.58,7.83,7.33,7.83,7.33,9.33,Arabica,Thailand,Other,Washed / Wet,Bluish-Green,NA,m
7.58,7.58,7.58,7.42,7.58,10,Arabica,Mexico,Other,Washed / Wet,NA,1100,m
7.58,7.5,7.58,7.58,7.58,10,Arabica,Mexico,Typica,Washed / Wet,NA,950,m
7.58,7.33,7.58,7.42,7.42,10,Arabica,Colombia,NA,NA,Green,3850,m
7.58,7.83,7.67,7.5,7.67,9.33,Arabica,United States (Hawaii),NA,NA,NA,NA,ft
7.08,7.75,7.58,7.25,7.75,10,Arabica,Mexico,Blue Mountain,NA,NA,1400,m
7.42,8.08,7.67,7.67,7.33,10,Arabica,Colombia,NA,NA,NA,1800,m
7.58,7.5,7.42,7.33,7.33,10,Arabica,Colombia,NA,NA,NA,NA,m
7.5,7.5,7.42,7.42,7.75,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.5,7.67,7.42,7.5,7.42,10,Arabica,Taiwan,Typica,Pulped natural / honey,Green,1050,m
7.5,7.5,7.58,7.42,7.5,10,Arabica,Brazil,NA,Pulped natural / honey,Green,NA,m
10,7.25,7.25,7,7.08,10,Arabica,Taiwan,NA,NA,Blue-Green,200,m
8,7.42,7.42,7.5,7.33,10,Arabica,Brazil,NA,NA,Green,NA,m
7.5,7.83,7.58,7.42,7.33,10,Arabica,Indonesia,Typica,Semi-washed / Semi-pulped,Blue-Green,1250,m
7.5,7.75,7.33,7.42,7.67,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.5,7.42,7.58,7.58,7.42,10,Arabica,Thailand,Caturra,Washed / Wet,Blue-Green,1450,m
7.5,7.75,7.42,7.33,7.5,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,NA,1317,m
7.42,7.83,7.5,7.42,7.58,10,Arabica,Uganda,SL14,Natural / Dry,Green,1650,m
7.58,7.67,7.42,7.5,7.67,10,Arabica,Costa Rica,Catuai,Washed / Wet,Green,1300,m
7.58,7.58,7.58,7.42,7.75,10,Arabica,Mexico,NA,Washed / Wet,Green,NA,m
7.5,7.5,7.58,7.42,7.58,10,Arabica,Guatemala,NA,Natural / Dry,Blue-Green,NA,m
7.5,7.75,7.25,7.33,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Blue-Green,1750,m
7.42,7.75,7.5,7.75,7.25,10,Arabica,Colombia,Caturra,Washed / Wet,NA,1750,m
7.42,7.58,7.5,7.42,7.58,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.58,7.5,7.58,7.5,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.5,7.67,7.58,7.58,7.75,10,Arabica,Mexico,Typica,Washed / Wet,Green,1150,m
7.67,7.33,7.42,7.58,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.42,7.58,7.5,7.33,7.75,10,Arabica,Brazil,Mundo Novo,NA,NA,975,m
7.42,7.5,7.5,7.5,7.5,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,890,m
7.42,7.83,7.75,7.25,7.5,10,Arabica,Indonesia,Other,Washed / Wet,Green,1250,m
7.5,7.58,7.58,7.33,7.5,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1400,m
7.5,7.5,7.5,7.33,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1219.2,ft
7.83,7.5,7.83,7.5,7.75,10,Arabica,Thailand,NA,Washed / Wet,Green,800,m
7.5,7.33,7.5,7.5,7.5,10,Arabica,Thailand,Caturra,Washed / Wet,NA,1450,m
7.5,7.67,7.42,7.33,7.58,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1600,m
7.58,7.75,7,7.42,7.58,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Bluish-Green,NA,m
7.58,7.42,7.58,7.5,7.67,10,Arabica,Mexico,Other,Washed / Wet,Green,1600,m
7.5,7.42,7.5,7.67,7.33,10,Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,Bluish-Green,1260,m
7.33,7.83,7.42,7.33,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.5,7.5,7.5,7.42,7.42,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.33,7.83,7.67,7.17,7.33,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.58,7.5,7.58,7.5,7.5,10,Arabica,Mexico,Typica,Washed / Wet,None,1679,m
7.5,7.67,7.5,7.33,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7.5,7.92,7.5,7.33,7.58,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,NA,1650,m
7.5,7.67,7.33,7.33,7.33,10,Arabica,Guatemala,Caturra,Natural / Dry,Green,NA,m
7.42,7.67,7.42,7.33,7.67,10,Arabica,Brazil,Bourbon,Semi-washed / Semi-pulped,Blue-Green,1250,m
7.58,7.67,7.5,7.33,7.5,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.58,7.33,7.42,7.33,7.75,10,Arabica,United States (Hawaii),Hawaiian Kona,Washed / Wet,Green,NA,ft
7.33,7.75,7.58,7.67,7.67,10,Arabica,Guatemala,NA,NA,NA,1600,m
7.5,7.42,7.67,7.17,7.58,10,Arabica,Honduras,Other,Washed / Wet,Green,1500,m
7.42,7.58,7.5,7.33,7.75,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.5,7.67,7.58,7.25,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1700,m
7.42,7.58,7.5,7.25,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,157.8864,ft
7.5,7.5,7.42,7.08,7.75,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,NA,m
8.08,5.08,7.75,7.83,7.75,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1600,m
7.58,7.67,7.42,7.42,7.5,10,Arabica,China,Catimor,Washed / Wet,Green,1600,m
8,7.42,7.5,7.33,7.5,10,Arabica,Brazil,NA,NA,Green,NA,m
7.58,7.67,7.25,7.42,7.42,10,Arabica,"Tanzania, United Republic Of",Ruiru 11,Washed / Wet,Green,2285,m
7.42,7.17,7.83,7.33,7.5,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.33,7.5,7.5,7.5,7.67,10,Arabica,Guatemala,Caturra,Washed / Wet,Green,1400,m
7.58,7.42,7.5,7.42,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1296,m
7.42,7.58,7.67,7.33,7.5,10,Arabica,Brazil,Catuai,Semi-washed / Semi-pulped,Blue-Green,1000,m
7.5,7.58,7.58,7.58,7.75,10,Arabica,Peru,NA,Washed / Wet,Green,NA,m
8.17,7.25,7.33,7.25,7.5,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1260,m
7.5,7.5,7.58,7.5,7.92,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1170,m
7.67,7.25,7.67,7.42,7.17,10,Arabica,Honduras,NA,Washed / Wet,None,NA,m
7.42,7.67,7.42,7.33,7.5,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.42,7.5,7.42,7.42,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Green,1560,m
7.42,7.42,7.58,7.5,7.42,10,Arabica,Mexico,Typica,Semi-washed / Semi-pulped,Green,1400,m
7.5,7.42,7.58,7.33,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.58,7.75,7.33,7.25,7.58,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1170,m
7.5,7.5,7.58,7.33,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.58,7.58,7.58,7.17,7.5,10,Arabica,Mexico,Pacamara,Washed / Wet,Green,1350,m
7.58,7.58,7.33,7.33,7.58,10,Arabica,Mexico,Caturra,Washed / Wet,Green,1150,m
7.5,7.67,7.58,7.33,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,NA,1250,m
7.5,7.83,7.5,7.42,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Bluish-Green,1450,m
7.58,7.67,7.33,7.25,7.42,10,Arabica,Colombia,Caturra,Natural / Dry,NA,442,m
7.42,7.75,7.5,7.42,7.42,10,Arabica,Brazil,Arusha,Natural / Dry,Blue-Green,NA,m
7.75,7.33,7.58,7.17,7.58,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.5,7.58,7.25,7.42,7.25,10,Arabica,Colombia,NA,NA,NA,1750,m
7.58,7.5,7.58,7.33,7.5,10,Arabica,Honduras,Caturra,Washed / Wet,Green,1396,m
7.67,7.33,7.5,7.5,7.33,10,Arabica,Brazil,Catuai,Natural / Dry,Green,982,m
7.5,7.42,7.42,7.42,7.5,10,Arabica,Brazil,NA,Natural / Dry,Green,NA,m
7.5,7.5,7.5,7.42,7.5,10,Arabica,Brazil,Bourbon,Natural / Dry,Bluish-Green,934,m
7.5,7.75,7.5,7.25,7.25,10,Arabica,Costa Rica,Caturra,Washed / Wet,Bluish-Green,1850,m
7.33,7.75,7.33,7.5,7.5,10,Arabica,Costa Rica,Catuai,Washed / Wet,Green,1550,m
7.5,7.5,7.58,7.42,7.5,10,Arabica,China,Catimor,Pulped natural / honey,Green,1580,m
7.75,8.25,7.83,7.25,8.33,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,1268,m
7.42,7.42,7.5,7.5,7.42,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,NA,m
7.42,7.5,7.42,7.17,7.83,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1676.4,ft
7.58,7.33,7.58,7.42,7.58,10,Arabica,Malawi,Gesha,Washed / Wet,Green,1450,m
8,7.75,8.08,7.67,8.08,6.67,Arabica,Brazil,Bourbon,Natural / Dry,Blue-Green,1100,m
7.42,7.58,7.67,7.5,7.58,10,Arabica,Guatemala,Pacas,Washed / Wet,Green,1524,ft
7.5,7.33,7.58,7.42,7.5,10,Arabica,Mexico,NA,Washed / Wet,Green,NA,m
7.5,7.42,7.33,7.5,7.17,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1300,m
7.33,7.5,7.5,7.5,7.5,10,Arabica,Taiwan,Typica,Semi-washed / Semi-pulped,Green,200,m
7.33,7.5,7.5,7.5,7.5,10,Arabica,Taiwan,Typica,Washed / Wet,Green,600,m
7.25,7.5,7.42,7.58,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.33,7.5,7.42,7.5,7.5,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.42,7.67,7.5,7.42,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.67,7.92,7.58,7.25,7.75,10,Arabica,Costa Rica,NA,Washed / Wet,Green,NA,m
7.33,7.67,7.5,7.33,7.67,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1752.6,ft
7.58,7.58,7.67,7.58,7.33,10,Arabica,Mexico,Typica,Natural / Dry,None,441,m
7,7.67,7.58,7.5,7.58,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1170,m
7.5,7.5,7.67,7.33,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1310.64,ft
7.42,7.58,7.5,7.42,7.5,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,1100,m
7.83,8,7.75,7.33,7.33,10,Arabica,Mexico,Typica,Washed / Wet,Green,1300,m
7.42,7.58,7.58,7.25,7.58,10,Arabica,Brazil,Mundo Novo,Washed / Wet,Green,950,m
7.33,7.83,7.58,7.33,7.25,10,Arabica,Colombia,Caturra,Natural / Dry,Green,442,m
7.5,7.58,7.5,7.25,7.42,10,Arabica,Brazil,Catuai,Washed / Wet,Green,1100,m
10,7,7.08,7,7.17,10,Arabica,Taiwan,NA,NA,Blue-Green,NA,m
7.33,7.67,7.5,7.25,7.67,10,Arabica,Guatemala,Pacas,Washed / Wet,Green,1450,m
7.67,7.42,7.67,7.5,7.08,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.58,7.58,7.67,7.5,7.67,9.33,Arabica,El Salvador,Bourbon,Washed / Wet,Green,1500,m
7.33,7.58,7.5,7.42,7.58,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1350,m
7.42,7.58,7.42,7.33,7.42,10,Arabica,Malawi,Gesha,Washed / Wet,Blue-Green,1180,m
7.42,7.75,7.58,7.42,7.42,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,1100,m
7.25,7.5,7.5,7.5,7.5,10,Arabica,Taiwan,Typica,Washed / Wet,Green,650,m
7.42,7.58,7.58,7.42,7.42,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Blue-Green,1338,m
7.42,7.33,7.42,7.5,7.67,10,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Bluish-Green,NA,ft
7.58,7.58,7.58,7.5,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,None,533,m
7.33,7.5,7.5,7.33,7.58,10,Arabica,Guatemala,Bourbon,Washed / Wet,Green,1390.8024,ft
7.33,7.5,7.58,7.42,7.67,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1170,m
7.33,7.67,7.58,7.33,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1250,m
7.33,7.75,7.33,7.33,7.5,10,Arabica,El Salvador,Other,Washed / Wet,Green,NA,m
7.42,7.33,7.58,7.42,7.67,10,Arabica,Mexico,Typica,Washed / Wet,Green,1100,m
7.42,7.42,7.5,7.42,7.58,10,Arabica,Mexico,Typica,Washed / Wet,Green,900,m
7.42,7.5,7.42,7.67,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1750,m
7.58,7.67,7.33,7.33,7.33,10,Arabica,Colombia,Caturra,Washed / Wet,Green,1775,m
7.5,7.67,7.58,7.42,7,10,Arabica,Brazil,Arusha,Natural / Dry,Green,NA,m
7.75,7.17,7.25,7.58,7.25,10,Arabica,Colombia,NA,NA,NA,NA,m
7.5,7.42,7.42,7.5,7.42,10,Arabica,Brazil,Bourbon,Natural / Dry,Green,934,m
7.58,7.5,7.5,7.17,7.42,10,Arabica,Honduras,Caturra,Washed / Wet,Bluish-Green,1500,m
7.5,7.5,7.5,7.33,7.42,10,Arabica,Nicaragua,NA,NA,Green,1000,m
7.5,7.58,7.42,7.42,7.33,10,Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,Green,1650,m
7.58,7.42,7.42,7.42,7.5,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1600,m
7.58,6.92,7.58,7.42,7.33,10,Arabica,Brazil,Yellow Bourbon,Natural / Dry,Green,1,m
7.5,7.42,7.42,7.17,7.75,10,Arabica,Thailand,NA,Washed / Wet,Bluish-Green,800,m
7.33,7.67,7.5,7.25,7.42,10,Arabica,Honduras,Catuai,Washed / Wet,Green,1350,m
7.42,7.42,7.42,7.5,7.5,10,Arabica,Guatemala,Bourbon,Washed / Wet,Blue-Green,1500,m
7.5,7.58,7.5,7.42,7.25,10,Arabica,Brazil,Mundo Novo,Natural / Dry,Green,NA,m
7.25,7.75,7.42,7.42,7.58,10,Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,Green,1700,m
7.33,7.42,7.33,7.17,7.42,10,Arabica,Mexico,Other,Washed / Wet,Green,1100,m
7.5,7.5,7.5,7.33,7.42,10,Arabica,Mexico,Other,Washed / Wet,None,1400,m
7.17,7.5,7.5,7.5,7.5,10,Arabica,Taiwan,Typica,Other,Green,1200,m
7.58,7.67,7.5,7.5,7.17,10,Arabica,Taiwan,Typica,Washed / Wet,Green,800,m
7.5,7.33,7.25,7.25,7.58,10,Arabica,Colombia,Caturra,Washed / Wet,Bluish-Green,1750,m
7.67,7.5,7.67,7,7.5,10,Arabica,Mexico,Typica,Washed / Wet,None,1144,m
7.17,7.25,7.75,7,7.75,9.33,Arabica,Guatemala,Caturra,Washed / Wet,None,1350,m
7.5,7.5,7.58,7.25,7.5,10,Arabica,Mexico,Typica,Washed / Wet,Green,1000,m
